Cod_Transacao,Produto,Quantidade,Preço Unitário,Valor Total,Forma de Pagamento,Tipo de Consumo,Data da Transação
TXN_1529904,CAFÉ,1,2.0,2.0,CARTÃO DE CRÉDITO,PRESENCIAL,
TXN_4784128,LANCHE,3,4.0,12.0,DINHEIRO,PARA VIAGEM,27/08/2023
TXN_5807634,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,,23/05/2023
TXN_5560205,CAFÉ,3,2.0,6.0,DINHEIRO,PRESENCIAL,22/12/2023
TXN_2193092,SUCO,4,,12.0,,PARA VIAGEM,30/10/2023
TXN_8191921,SALADA,3,5.0,15.0,CARTEIRA DIGITAL,,
TXN_1833277,CHÁ,2,1.5,3.0,,PARA VIAGEM,19/10/2023
TXN_6346774,SUCO,3,3.0,9.0,DINHEIRO,PRESENCIAL,
TXN_6119798,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,PRESENCIAL,19/09/2023
TXN_9793353,CAFÉ,3,2.0,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,21/08/2023
TXN_5017895,SALADA,4,5.0,20.0,DINHEIRO,,25/09/2023
TXN_4547995,BOLO,3,3.0,9.0,CARTEIRA DIGITAL,,30/11/2023
TXN_7032256,LANCHE,5,4.0,20.0,CARTÃO DE CRÉDITO,,13/03/2023
TXN_2578309,VITAMINA,3,4.0,12.0,,,05/05/2023
TXN_2064360,CAFÉ,4,2.0,8.0,CARTEIRA DIGITAL,PRESENCIAL,30/08/2023
TXN_5508573,BOLO,1,3.0,3.0,,PARA VIAGEM,17/12/2023
TXN_7125392,BISCOITO,4,,4.0,CARTEIRA DIGITAL,PARA VIAGEM,05/07/2023
TXN_2564219,SALADA,1,5.0,5.0,CARTEIRA DIGITAL,PARA VIAGEM,18/07/2023
TXN_1203954,LANCHE,1,4.0,4.0,CARTEIRA DIGITAL,,12/08/2023
TXN_4671054,,,5.0,20.0,DINHEIRO,,20/06/2023
TXN_4488222,CHÁ,3,1.5,4.5,CARTEIRA DIGITAL,PARA VIAGEM,13/03/2023
TXN_3103967,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,,12/11/2023
TXN_9853577,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,PRESENCIAL,30/04/2023
TXN_4349597,SUCO,4,3.0,12.0,CARTÃO DE CRÉDITO,,21/08/2023
TXN_3353214,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,,12/08/2023
TXN_7122708,LANCHE,5,,20.0,,PARA VIAGEM,23/06/2023
TXN_8788437,CAFÉ,1,2.0,2.0,,,19/11/2023
TXN_1672443,CAFÉ,1,2.0,2.0,CARTÃO DE CRÉDITO,PARA VIAGEM,03/10/2023
TXN_6277500,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,09/01/2023
TXN_6671827,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,09/08/2023
TXN_4647042,LANCHE,5,4.0,20.0,,PARA VIAGEM,25/04/2023
TXN_1183212,SUCO,4,3.0,12.0,,PRESENCIAL,30/06/2023
TXN_8426712,BISCOITO,3,1.0,3.0,,PRESENCIAL,22/05/2023
TXN_5894676,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,PARA VIAGEM,17/06/2023
TXN_1411744,VITAMINA,4,4.0,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,17/09/2023
TXN_6610554,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,,28/10/2023
TXN_6169248,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,,12/08/2023
TXN_1581997,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,,26/08/2023
TXN_4868913,BOLO,4,3.0,12.0,DINHEIRO,,30/06/2023
TXN_8277553,CHÁ,3,1.5,4.5,DINHEIRO,,26/09/2023
TXN_4030197,SALADA,3,5.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,05/03/2023
TXN_7276927,CAFÉ,5,,10.0,DINHEIRO,PARA VIAGEM,06/07/2023
TXN_3912836,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,PRESENCIAL,23/11/2023
TXN_3833729,VITAMINA,4,4.0,16.0,CARTEIRA DIGITAL,PRESENCIAL,13/11/2023
TXN_7054393,CAFÉ,2,2.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,30/05/2023
TXN_1395083,SUCO,1,3.0,3.0,DINHEIRO,PRESENCIAL,08/07/2023
TXN_8784653,VITAMINA,1,4.0,4.0,DINHEIRO,PRESENCIAL,12/09/2023
TXN_3943666,SUCO,4,3.0,12.0,,PARA VIAGEM,15/03/2023
TXN_8308672,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,PARA VIAGEM,01/01/2023
TXN_3190959,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,16/12/2023
TXN_6199016,SUCO,1,3.0,3.0,CARTEIRA DIGITAL,,14/02/2023
TXN_9301279,VITAMINA,1,,4.0,CARTÃO DE CRÉDITO,,27/05/2023
TXN_8900751,LANCHE,1,4.0,,,PARA VIAGEM,30/01/2023
TXN_6542877,SUCO,1,3.0,3.0,,PRESENCIAL,06/12/2023
TXN_5516804,LANCHE,,4.0,20.0,CARTÃO DE CRÉDITO,PARA VIAGEM,26/09/2023
TXN_6345733,CAFÉ,1,2.0,2.0,,PRESENCIAL,26/11/2023
TXN_5834491,CHÁ,3,1.5,4.5,,,13/08/2023
TXN_1667192,BOLO,4,3.0,12.0,,PARA VIAGEM,17/07/2023
TXN_1454730,CAFÉ,5,2.0,10.0,,PARA VIAGEM,21/07/2023
TXN_3243832,BOLO,2,3.0,6.0,,,10/08/2023
TXN_7501717,LANCHE,1,4.0,4.0,CARTÃO DE CRÉDITO,,03/08/2023
TXN_1351151,VITAMINA,,4.0,4.0,CARTÃO DE CRÉDITO,,03/10/2023
TXN_6117497,CAFÉ,2,2.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,13/02/2023
TXN_6018740,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,PARA VIAGEM,
TXN_3818464,BOLO,2,3.0,6.0,DINHEIRO,PRESENCIAL,02/03/2023
TXN_2093816,LANCHE,,4.0,12.0,DINHEIRO,PARA VIAGEM,06/04/2023
TXN_7694020,BISCOITO,2,,2.0,CARTEIRA DIGITAL,PARA VIAGEM,06/08/2023
TXN_4215488,SALADA,5,5.0,25.0,,PRESENCIAL,07/10/2023
TXN_5167425,SUCO,,3.0,15.0,CARTEIRA DIGITAL,,04/08/2023
TXN_7075261,SUCO,1,3.0,3.0,,,29/07/2023
TXN_2694724,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,,26/06/2023
TXN_8285304,BISCOITO,1,1.0,1.0,DINHEIRO,,09/07/2023
TXN_7415686,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,13/04/2023
TXN_8877644,BISCOITO,2,1.0,2.0,,PARA VIAGEM,01/09/2023
TXN_7231548,VITAMINA,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,06/11/2023
TXN_2879361,SUCO,3,3.0,9.0,,PARA VIAGEM,22/11/2023
TXN_5956755,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,05/03/2023
TXN_6124342,BOLO,3,3.0,9.0,,PARA VIAGEM,14/09/2023
TXN_3824443,VITAMINA,3,4.0,12.0,,PRESENCIAL,08/10/2023
TXN_6778177,BISCOITO,4,1.0,4.0,,PARA VIAGEM,12/10/2023
TXN_2634410,VITAMINA,3,4.0,12.0,,,15/07/2023
TXN_6975750,SUCO,5,3.0,15.0,,,08/01/2023
TXN_9293417,CHÁ,3,1.5,,CARTEIRA DIGITAL,PARA VIAGEM,
TXN_7741256,,5,3.0,15.0,CARTEIRA DIGITAL,PARA VIAGEM,24/04/2023
TXN_3484190,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,,27/12/2023
TXN_2621008,,2,1.0,2.0,CARTEIRA DIGITAL,PARA VIAGEM,21/10/2023
TXN_5429861,BOLO,1,3.0,3.0,CARTEIRA DIGITAL,,20/03/2023
TXN_2828596,CAFÉ,,2.0,4.0,,,25/11/2023
TXN_6348290,,4,2.0,8.0,,PRESENCIAL,24/01/2023
TXN_9813943,SALADA,2,5.0,10.0,DINHEIRO,,06/04/2023
TXN_2364171,SUCO,4,3.0,12.0,DINHEIRO,,18/05/2023
TXN_8002886,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,PARA VIAGEM,28/05/2023
TXN_9956671,BOLO,3,,9.0,CARTÃO DE CRÉDITO,,05/05/2023
TXN_7694491,SALADA,3,5.0,15.0,DINHEIRO,PRESENCIAL,01/09/2023
TXN_7517996,BOLO,2,3.0,6.0,DINHEIRO,,22/10/2023
TXN_1655827,BOLO,1,3.0,3.0,,PRESENCIAL,06/09/2023
TXN_6047026,VITAMINA,2,4.0,8.0,,,24/03/2023
TXN_4225300,LANCHE,1,4.0,4.0,DINHEIRO,PARA VIAGEM,
TXN_2764962,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,13/08/2023
TXN_5396727,SUCO,2,,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,13/10/2023
TXN_5198827,CHÁ,5,1.5,7.5,,,15/02/2023
TXN_8023817,SUCO,4,3.0,12.0,,PARA VIAGEM,08/05/2023
TXN_3413185,BOLO,,3.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,03/03/2023
TXN_9783452,SUCO,3,3.0,9.0,DINHEIRO,,11/04/2023
TXN_4171507,CHÁ,1,1.5,1.5,,PRESENCIAL,26/10/2023
TXN_1491299,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,27/02/2023
TXN_4187327,CHÁ,2,1.5,3.0,,PARA VIAGEM,01/04/2023
TXN_3277379,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PARA VIAGEM,06/01/2023
TXN_2568101,SALADA,5,5.0,25.0,DINHEIRO,PARA VIAGEM,03/08/2023
TXN_3247340,CHÁ,3,1.5,4.5,DINHEIRO,PARA VIAGEM,25/12/2023
TXN_7797321,LANCHE,5,4.0,20.0,,,26/11/2023
TXN_7512574,CHÁ,1,1.5,1.5,,PARA VIAGEM,
TXN_3044825,,1,1.5,1.5,CARTÃO DE CRÉDITO,PRESENCIAL,14/08/2023
TXN_9019429,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,,11/05/2023
TXN_9744862,SUCO,4,3.0,,DINHEIRO,PRESENCIAL,19/09/2023
TXN_6365371,,2,4.0,,CARTÃO DE CRÉDITO,,16/06/2023
TXN_4543880,SALADA,3,5.0,15.0,DINHEIRO,,18/07/2023
TXN_4064245,SUCO,3,3.0,9.0,CARTÃO DE CRÉDITO,PARA VIAGEM,20/02/2023
TXN_8777692,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,PRESENCIAL,06/12/2023
TXN_9126502,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,,22/09/2023
TXN_6626427,BISCOITO,4,1.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,13/02/2023
TXN_4507755,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,,10/05/2023
TXN_3928766,SUCO,5,3.0,15.0,,PARA VIAGEM,14/01/2023
TXN_9104535,BOLO,4,3.0,,,,13/04/2023
TXN_4914535,,2,1.0,2.0,DINHEIRO,,
TXN_4824773,SALADA,5,5.0,25.0,DINHEIRO,PARA VIAGEM,06/06/2023
TXN_9981953,,3,4.0,12.0,,,03/02/2023
TXN_6627338,SUCO,5,3.0,15.0,,PARA VIAGEM,03/12/2023
TXN_3555821,LANCHE,3,4.0,12.0,,PRESENCIAL,12/07/2023
TXN_1372991,CAFÉ,4,2.0,8.0,,PRESENCIAL,17/11/2023
TXN_6364938,CAFÉ,3,,6.0,CARTEIRA DIGITAL,PRESENCIAL,16/07/2023
TXN_3040823,VITAMINA,1,4.0,4.0,,PRESENCIAL,06/10/2023
TXN_6755757,,4,4.0,16.0,CARTÃO DE CRÉDITO,PRESENCIAL,05/04/2023
TXN_4563646,SUCO,5,3.0,15.0,DINHEIRO,PARA VIAGEM,10/10/2023
TXN_3596456,CAFÉ,3,2.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,
TXN_2130415,,,2.0,2.0,CARTEIRA DIGITAL,PARA VIAGEM,08/12/2023
TXN_9617421,CHÁ,1,1.5,,,PRESENCIAL,21/08/2023
TXN_1738607,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,17/01/2023
TXN_3832513,SALADA,1,5.0,5.0,,PARA VIAGEM,13/02/2023
TXN_4128086,CHÁ,4,1.5,6.0,,,29/05/2023
TXN_3927733,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,20/01/2023
TXN_2518917,BISCOITO,1,1.0,1.0,,PRESENCIAL,21/05/2023
TXN_9489176,SUCO,5,3.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,10/01/2023
TXN_2004781,LANCHE,5,,20.0,,PARA VIAGEM,20/04/2023
TXN_3061266,BISCOITO,4,1.0,4.0,CARTÃO DE CRÉDITO,PRESENCIAL,06/12/2023
TXN_2036482,BOLO,1,3.0,3.0,DINHEIRO,,04/06/2023
TXN_7217284,SALADA,3,5.0,15.0,DINHEIRO,PRESENCIAL,29/12/2023
TXN_5055872,LANCHE,,4.0,12.0,CARTÃO DE CRÉDITO,,05/02/2023
TXN_1386024,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,,21/05/2023
TXN_8397155,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,PARA VIAGEM,16/08/2023
TXN_9491244,,5,3.0,15.0,,,19/04/2023
TXN_4301188,VITAMINA,4,4.0,16.0,CARTÃO DE CRÉDITO,PRESENCIAL,23/12/2023
TXN_4522012,CAFÉ,2,2.0,,,PRESENCIAL,13/04/2023
TXN_4650044,BISCOITO,4,1.0,4.0,DINHEIRO,,21/06/2023
TXN_5721215,CHÁ,2,1.5,3.0,,PARA VIAGEM,17/05/2023
TXN_7865220,VITAMINA,1,4.0,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,28/06/2023
TXN_1869147,VITAMINA,4,4.0,16.0,CARTEIRA DIGITAL,,21/11/2023
TXN_3377885,LANCHE,3,4.0,12.0,DINHEIRO,,08/05/2023
TXN_9270865,VITAMINA,2,4.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,06/11/2023
TXN_7373126,VITAMINA,2,4.0,8.0,CARTÃO DE CRÉDITO,,18/11/2023
TXN_8097899,CAFÉ,4,2.0,8.0,CARTEIRA DIGITAL,,05/09/2023
TXN_6131415,,5,1.5,7.5,CARTEIRA DIGITAL,,24/11/2023
TXN_1248436,BOLO,4,3.0,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,14/08/2023
TXN_1718733,,3,2.0,6.0,DINHEIRO,,31/05/2023
TXN_9063887,BOLO,5,3.0,15.0,,PARA VIAGEM,15/07/2023
TXN_5932169,SALADA,5,,25.0,CARTÃO DE CRÉDITO,,06/11/2023
TXN_6064282,VITAMINA,4,4.0,16.0,CARTÃO DE CRÉDITO,,18/10/2023
TXN_9309509,CHÁ,5,,7.5,,,15/11/2023
TXN_5413274,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,10/02/2023
TXN_5902629,BISCOITO,3,1.0,3.0,DINHEIRO,PARA VIAGEM,26/01/2023
TXN_2461859,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,,23/09/2023
TXN_6629689,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,PRESENCIAL,29/05/2023
TXN_2806206,LANCHE,3,4.0,12.0,DINHEIRO,,25/01/2023
TXN_8900579,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,,01/11/2023
TXN_5406758,,5,5.0,25.0,,PARA VIAGEM,06/07/2023
TXN_2982163,CAFÉ,4,2.0,,,,22/03/2023
TXN_3225132,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,,26/06/2023
TXN_6522252,CHÁ,2,1.5,3.0,CARTEIRA DIGITAL,,14/01/2023
TXN_5855981,SUCO,2,3.0,6.0,DINHEIRO,,09/11/2023
TXN_4802389,BOLO,2,3.0,6.0,,,14/12/2023
TXN_7516790,BOLO,2,3.0,6.0,,,08/01/2023
TXN_2631671,BISCOITO,1,1.0,,CARTÃO DE CRÉDITO,,
TXN_2345373,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PARA VIAGEM,20/02/2023
TXN_9372046,,3,2.0,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,10/04/2023
TXN_9402270,CAFÉ,3,2.0,6.0,,PRESENCIAL,09/02/2023
TXN_9306229,VITAMINA,2,4.0,8.0,,,08/09/2023
TXN_5379179,BISCOITO,2,1.0,2.0,CARTEIRA DIGITAL,,08/07/2023
TXN_1996318,BOLO,5,3.0,,CARTEIRA DIGITAL,,04/09/2023
TXN_2135613,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,,06/04/2023
TXN_1461246,VITAMINA,1,4.0,4.0,,,01/06/2023
TXN_2452624,SUCO,1,3.0,3.0,DINHEIRO,,10/11/2023
TXN_1108663,SUCO,3,3.0,9.0,DINHEIRO,PARA VIAGEM,16/08/2023
TXN_5319247,LANCHE,5,4.0,20.0,,PRESENCIAL,02/03/2023
TXN_3599473,CAFÉ,2,2.0,,DINHEIRO,,29/08/2023
TXN_4959129,,2,3.0,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,24/06/2023
TXN_5591145,LANCHE,3,4.0,12.0,,PARA VIAGEM,22/08/2023
TXN_9587015,SALADA,3,5.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,25/06/2023
TXN_7997641,VITAMINA,2,4.0,8.0,,PRESENCIAL,20/12/2023
TXN_7943598,,4,4.0,16.0,CARTÃO DE CRÉDITO,,
TXN_6845472,VITAMINA,5,4.0,20.0,CARTEIRA DIGITAL,,11/12/2023
TXN_2861396,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,,04/01/2023
TXN_6915899,SALADA,3,5.0,15.0,CARTÃO DE CRÉDITO,PRESENCIAL,29/05/2023
TXN_6211466,,2,1.5,3.0,DINHEIRO,PRESENCIAL,12/09/2023
TXN_3200203,,2,,8.0,,,04/12/2023
TXN_5198524,BOLO,1,3.0,3.0,CARTÃO DE CRÉDITO,PRESENCIAL,14/06/2023
TXN_8498613,LANCHE,2,,,,,08/11/2023
TXN_3432879,BOLO,5,3.0,15.0,CARTÃO DE CRÉDITO,,05/02/2023
TXN_6786340,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,PARA VIAGEM,18/04/2023
TXN_8689246,LANCHE,5,4.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,16/05/2023
TXN_4536553,CHÁ,2,1.5,3.0,DINHEIRO,,17/08/2023
TXN_9036067,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,,06/10/2023
TXN_4201578,SALADA,5,5.0,25.0,,PRESENCIAL,23/01/2023
TXN_1249069,CAFÉ,2,2.0,4.0,,,22/01/2023
TXN_4068183,VITAMINA,4,4.0,16.0,CARTEIRA DIGITAL,,01/08/2023
TXN_7206160,LANCHE,,4.0,8.0,,,07/09/2023
TXN_7903841,,2,3.0,6.0,CARTEIRA DIGITAL,,24/06/2023
TXN_8936663,BISCOITO,4,1.0,4.0,CARTÃO DE CRÉDITO,,12/11/2023
TXN_7771434,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,,26/03/2023
TXN_6087494,SUCO,5,3.0,15.0,CARTÃO DE CRÉDITO,,05/07/2023
TXN_2252121,VITAMINA,3,4.0,12.0,,,01/02/2023
TXN_5358805,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,,01/01/2023
TXN_2490759,VITAMINA,3,4.0,12.0,DINHEIRO,,19/11/2023
TXN_2605566,BOLO,2,,6.0,,,01/12/2023
TXN_6691781,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,,07/09/2023
TXN_1730850,SUCO,2,3.0,6.0,DINHEIRO,PARA VIAGEM,15/12/2023
TXN_7051359,CAFÉ,5,2.0,10.0,,,30/10/2023
TXN_2202863,SALADA,5,5.0,25.0,,,28/07/2023
TXN_7145672,LANCHE,1,4.0,4.0,CARTÃO DE CRÉDITO,,11/10/2023
TXN_5974123,LANCHE,2,4.0,8.0,CARTEIRA DIGITAL,,25/06/2023
TXN_9833245,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,PARA VIAGEM,30/04/2023
TXN_1515059,,4,3.0,12.0,,PRESENCIAL,25/10/2023
TXN_9690114,CAFÉ,,2.0,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,01/12/2023
TXN_7944534,CHÁ,2,,3.0,CARTEIRA DIGITAL,PRESENCIAL,13/10/2023
TXN_6337312,SALADA,1,5.0,5.0,,PRESENCIAL,11/01/2023
TXN_5239202,BOLO,1,3.0,3.0,,,14/09/2023
TXN_1512184,CAFÉ,3,2.0,6.0,,PARA VIAGEM,28/01/2023
TXN_9864212,VITAMINA,5,4.0,20.0,,,
TXN_6811368,CAFÉ,4,2.0,8.0,,PARA VIAGEM,18/02/2023
TXN_3854036,SUCO,3,,9.0,DINHEIRO,,07/11/2023
TXN_3873656,CAFÉ,3,2.0,6.0,,PARA VIAGEM,30/09/2023
TXN_8792638,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PARA VIAGEM,02/07/2023
TXN_7397665,SALADA,5,,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,11/11/2023
TXN_3493951,VITAMINA,5,4.0,20.0,DINHEIRO,PARA VIAGEM,20/08/2023
TXN_1480967,CHÁ,2,1.5,3.0,DINHEIRO,PARA VIAGEM,
TXN_1510315,,3,2.0,6.0,DINHEIRO,,28/02/2023
TXN_7763592,VITAMINA,1,4.0,4.0,,PRESENCIAL,17/02/2023
TXN_9710307,,,1.5,3.0,,PARA VIAGEM,24/01/2023
TXN_1860406,CAFÉ,2,2.0,4.0,,PARA VIAGEM,17/06/2023
TXN_1663257,SUCO,3,3.0,9.0,CARTÃO DE CRÉDITO,,23/04/2023
TXN_2743696,BISCOITO,1,1.0,1.0,,,28/04/2023
TXN_7640700,SUCO,2,3.0,6.0,,,15/01/2023
TXN_3227186,SALADA,2,5.0,10.0,CARTEIRA DIGITAL,,05/05/2023
TXN_7917193,BISCOITO,3,1.0,3.0,DINHEIRO,,18/05/2023
TXN_2490435,BISCOITO,1,1.0,1.0,,,13/03/2023
TXN_4698656,VITAMINA,4,4.0,16.0,,,07/12/2023
TXN_3507334,SUCO,4,3.0,12.0,,,05/05/2023
TXN_5255023,,2,4.0,8.0,CARTÃO DE CRÉDITO,PRESENCIAL,15/11/2023
TXN_8669012,,3,1.5,,CARTEIRA DIGITAL,,26/07/2023
TXN_1299959,VITAMINA,5,4.0,20.0,DINHEIRO,,23/06/2023
TXN_3680047,SALADA,5,5.0,25.0,,,16/07/2023
TXN_8379880,SUCO,,3.0,9.0,,PARA VIAGEM,24/05/2023
TXN_4801832,SALADA,2,5.0,10.0,,PARA VIAGEM,05/08/2023
TXN_3425783,SUCO,2,3.0,6.0,,,15/06/2023
TXN_4099487,,5,4.0,20.0,CARTEIRA DIGITAL,,25/01/2023
TXN_8878830,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,11/10/2023
TXN_7524977,,4,,,,,09/12/2023
TXN_8295101,CHÁ,4,1.5,6.0,,,23/10/2023
TXN_3303114,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,18/06/2023
TXN_2106437,CHÁ,1,1.5,1.5,DINHEIRO,PARA VIAGEM,01/08/2023
TXN_2291713,SALADA,4,5.0,20.0,DINHEIRO,PRESENCIAL,06/08/2023
TXN_7552449,BOLO,3,3.0,9.0,DINHEIRO,,26/05/2023
TXN_9021000,CAFÉ,3,2.0,6.0,,,20/01/2023
TXN_4205369,SALADA,5,5.0,25.0,,PARA VIAGEM,16/07/2023
TXN_4551806,CHÁ,1,1.5,1.5,,,09/01/2023
TXN_5313211,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,,04/05/2023
TXN_2282283,BISCOITO,2,1.0,2.0,CARTEIRA DIGITAL,,23/02/2023
TXN_3193321,VITAMINA,3,4.0,12.0,,PARA VIAGEM,15/08/2023
TXN_7211769,SUCO,1,3.0,3.0,CARTÃO DE CRÉDITO,,11/09/2023
TXN_6643951,,1,4.0,4.0,CARTÃO DE CRÉDITO,PRESENCIAL,07/01/2023
TXN_1653570,CAFÉ,5,2.0,10.0,,PARA VIAGEM,10/10/2023
TXN_3722720,SALADA,2,5.0,10.0,,PRESENCIAL,27/06/2023
TXN_7624646,VITAMINA,2,4.0,8.0,,,24/03/2023
TXN_6725579,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,21/02/2023
TXN_4015101,LANCHE,1,4.0,4.0,CARTÃO DE CRÉDITO,,18/01/2023
TXN_6037712,SALADA,,5.0,15.0,CARTÃO DE CRÉDITO,PRESENCIAL,10/08/2023
TXN_6845225,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,21/02/2023
TXN_5214219,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,,22/03/2023
TXN_3388054,CAFÉ,5,2.0,10.0,DINHEIRO,,13/11/2023
TXN_5817991,VITAMINA,4,4.0,16.0,DINHEIRO,,24/05/2023
TXN_2916247,SALADA,3,,15.0,,PRESENCIAL,03/09/2023
TXN_9798525,CAFÉ,2,2.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,05/11/2023
TXN_4974012,LANCHE,5,,20.0,DINHEIRO,PARA VIAGEM,17/05/2023
TXN_7644000,BOLO,2,3.0,6.0,,PARA VIAGEM,07/02/2023
TXN_1482123,CAFÉ,1,2.0,2.0,DINHEIRO,PRESENCIAL,17/06/2023
TXN_5622313,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PRESENCIAL,07/01/2023
TXN_5737831,SUCO,4,,12.0,,PARA VIAGEM,15/05/2023
TXN_3446033,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,,15/02/2023
TXN_6249754,VITAMINA,1,4.0,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,21/10/2023
TXN_9729280,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PRESENCIAL,06/11/2023
TXN_9551638,SALADA,3,5.0,15.0,DINHEIRO,,25/06/2023
TXN_5158607,VITAMINA,4,,16.0,CARTÃO DE CRÉDITO,,24/03/2023
TXN_1045022,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,13/10/2023
TXN_5818032,,1,1.0,1.0,,,19/04/2023
TXN_5404249,,1,4.0,4.0,,,04/10/2023
TXN_5484423,,2,2.0,4.0,,,26/08/2023
TXN_4598397,CAFÉ,4,2.0,8.0,DINHEIRO,PARA VIAGEM,13/09/2023
TXN_3849488,SALADA,,,5.0,,PRESENCIAL,01/03/2023
TXN_9186913,BISCOITO,2,1.0,2.0,CARTÃO DE CRÉDITO,PARA VIAGEM,16/10/2023
TXN_9507002,VITAMINA,1,4.0,4.0,DINHEIRO,PARA VIAGEM,08/05/2023
TXN_4423218,BISCOITO,3,1.0,3.0,DINHEIRO,PRESENCIAL,29/05/2023
TXN_4851339,LANCHE,1,4.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,01/02/2023
TXN_3274105,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PARA VIAGEM,28/07/2023
